[17:10:04] [LOGGING]	 STARTING LOGGING
[18:32:04] [GRAMMAR]	 KINECT_0: Load Grammar to Engine
[18:32:04] [GRAMMAR]	 KINECT_0: Load: dictionary.xml Enabled: True
[18:32:04] [GRAMMAR]	 KINECT_0: Load Grammar to Engine
[18:32:04] [GRAMMAR]	 KINECT_0: Load: dot_itineraire.xml Enabled: True
[18:32:04] [GRAMMAR]	 KINECT_0: Load Grammar to Engine
[18:32:04] [GRAMMAR]	 KINECT_0: Load: dot_meteo.xml Enabled: True
[18:32:04] [GRAMMAR]	 KINECT_0: Load Grammar to Engine
[18:32:04] [GRAMMAR]	 KINECT_0: Load: meteo2.xml Enabled: True
[18:32:04] [ENGINE - KINECT_0]	 Init recognizer
[18:32:04] [ENGINE - KINECT_0]	 AudioLevel: 0
[18:32:04] [ENGINE - KINECT_0]	 MaxAlternates: 1
[18:32:04] [ENGINE - KINECT_0]	 BabbleTimeout: 00:00:00
[18:32:04] [ENGINE - KINECT_0]	 InitialSilenceTimeout: 00:00:00
[18:32:04] [ENGINE - KINECT_0]	 EndSilenceTimeout: 00:00:00.1500000
[18:32:04] [ENGINE - KINECT_0]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[18:32:04] [ENGINE - KINECT_0]	 Start listening
[18:32:04] [ENGINE - KINECT_0]	 AudioStateChanged (32:04.4):Silence
[18:32:04] [TTS]	 Add Speaker Device: 0 Product: Haut-parleurs (Cirrus Logic CS4 Channels: 2 Playback: True
[18:32:04] [TTS]	 [0]Name: Microsoft Hortense Desktop Culture: fr-FR
[18:32:04] [TTS]	 [0]Name: Microsoft Zira Desktop Culture: en-US
[18:32:04] [ENGINE]	 Restart timeout: 3600000
[18:32:04] [CAMERA]	 Storing camera: Kinect_0
[18:32:12] [ENGINE - KINECT_0]	 AudioStateChanged (32:12.1):Speech
[18:32:12] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:32:12] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,9384136
[18:32:12] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure => 0,6269563
[18:32:13] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure est => 0,5857518
[18:32:13] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure est il => 0,6146499
[18:32:13] [ENGINE - KINECT_0]	 AudioStateChanged (32:13.5):Silence
[18:32:13] [ENGINE - KINECT_0]	 REJECTED Trigger: 0,7322264 Text: SARAH
[18:32:13] [ENGINE - KINECT_0]	 REJECTED Trigger: 0,7322264 Text: SARAH
[18:32:13] [ENGINE - KINECT_0]	 SpeechRecognized: 15,6219ms Text: SARAH quelle heure est il
[18:32:17] [ENGINE - KINECT_0]	 AudioStateChanged (32:17.6):Speech
[18:32:17] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:32:17] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,9968767
[18:32:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quel est => 0,9057418
[18:32:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure est => 0,775593
[18:32:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure est il => 0,7591254
[18:32:19] [ENGINE - KINECT_0]	 AudioStateChanged (32:19.3):Silence
[18:32:19] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,9485133 (0,6) / 0,9934936 (SARAH) Device:  Text: SARAH quelle heure est il
[18:32:19] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,9485133 (0,6) / 0,9934936 (SARAH) Device:  Text: SARAH quelle heure est il
[18:32:19] [ENGINE - KINECT_0]	 <SML text="SARAH quelle heure est il" utteranceConfidence="0.949" confidence="0.949">
  <action confidence="0.954" uri="http://127.0.0.1:8080/sarah/time" />
  <alternate Rank="1" text="SARAH quelle heure est il" utteranceConfidence="0.949" confidence="0.949">
    <action confidence="0.954" uri="http://127.0.0.1:8080/sarah/time" />
  </alternate>
</SML>
[18:32:19] [CONTEXT]	 Reset timeout
[18:32:19] [HTTP]	 Build HttpRequest: http://127.0.0.1:8080/sarah/time?confidence=0.9485133&client=SARAH1&profile=Unknow_9414&directory=C%3a%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[18:32:19] [HTTP]	 Send HttpRequest: http://127.0.0.1:8080/sarah/time?confidence=0.9485133&client=SARAH1&profile=Unknow_9414&directory=C:%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[18:32:19] [TTS]	 Try speaking ... il est 18 heure 32 
[18:32:19] [TTS]	 [0] Say: il est 18 heure 32 
[18:32:19] [PLAYER]	 [0]Start Player
[18:32:22] [PLAYER]	 [0]End Player
[18:32:22] [PLAYER]	 [0]speaking false
[18:32:22] [TTS]	 End speaking
[18:32:22] [ENGINE - KINECT_0]	 SpeechRecognized: 2671,8716ms Text: SARAH quelle heure est il
[18:32:23] [ENGINE - KINECT_0]	 AudioStateChanged (32:23.6):Speech
[18:32:23] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:32:23] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,05344808
[18:32:23] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Dis moi => 0,06777994
[18:32:24] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Dis moi un => 0,2152314
[18:32:24] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Dis moi un itineraire => 0,1975034
[18:32:25] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Dis moi un itineraire de => 0,1784824
[18:32:25] [ENGINE - KINECT_0]	 AudioStateChanged (32:25.7):Silence
[18:32:26] [ENGINE - KINECT_0]	 AudioStateChanged (32:26.6):Speech
[18:32:26] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:32:26] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle => 0,02161479
[18:32:26] [ENGINE - KINECT_0]	 AudioStateChanged (32:26.8):Silence
[18:32:31] [ENGINE - KINECT_0]	 AudioStateChanged (32:31.5):Speech
[18:32:31] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:32:31] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,02031049
[18:32:32] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle => 0,2663779
[18:32:32] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il => 0,231512
[18:32:32] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il fait => 0,1903985
[18:32:33] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Test itineraire => 0,1738761
[18:32:33] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Test itineraire de => 0,2163729
[18:32:34] [ENGINE - KINECT_0]	 AudioStateChanged (32:34.3):Silence
[18:32:35] [ENGINE - KINECT_0]	 AudioStateChanged (32:35.1):Speech
[18:32:35] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:32:35] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il fait => 0,02436478
[18:32:35] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il => 0,04356721
[18:32:35] [ENGINE - KINECT_0]	 AudioStateChanged (32:35.5):Silence
[18:32:40] [ENGINE - KINECT_0]	 AudioStateChanged (32:40.8):Speech
[18:32:40] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:32:40] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,02787319
[18:32:41] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH peux => 0,4943097
[18:32:41] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Test => 0,4050675
[18:32:42] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Test itineraire => 0,2954724
[18:32:43] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Test itineraire de => 0,2785441
[18:32:43] [ENGINE - KINECT_0]	 AudioStateChanged (32:43.6):Silence
[18:32:43] [ENGINE - KINECT_0]	 AudioStateChanged (32:43.9):Speech
[18:32:43] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:32:43] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,05274048
[18:32:44] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH recherche => 0,02878672
[18:32:44] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il fait => 0,05412254
[18:32:44] [ENGINE - KINECT_0]	 AudioStateChanged (32:44.8):Silence
[18:32:48] [ENGINE - KINECT_0]	 AudioStateChanged (32:48.6):Speech
[18:32:48] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:32:48] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,002070606
[18:32:49] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne => 0,6188327
[18:32:49] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi => 0,6553245
[18:32:50] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi un => 0,6476207
[18:32:50] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi => 0,6279302
[18:32:50] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi un itineraire => 0,5013956
[18:32:50] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi un itineraire de => 0,4736863
[18:32:51] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi un itineraire => 0,426152
[18:32:51] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi un itineraire de => 0,3938828
[18:32:51] [ENGINE - KINECT_0]	 AudioStateChanged (32:51.8):Silence
[18:32:52] [ENGINE - KINECT_0]	 AudioStateChanged (32:52.0):Speech
[18:32:52] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:32:52] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,0488196
[18:32:52] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il => 0,06019437
[18:32:52] [ENGINE - KINECT_0]	 AudioStateChanged (32:52.9):Silence
[18:33:01] [ENGINE - KINECT_0]	 AudioStateChanged (33:01.8):Speech
[18:33:01] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:33:01] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,012541
[18:33:02] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il => 0,60166
[18:33:02] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle => 0,6184261
[18:33:02] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure est => 0,5023196
[18:33:02] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure est il => 0,4513465
[18:33:03] [ENGINE - KINECT_0]	 AudioStateChanged (33:03.3):Silence
[18:33:03] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,778972 (0,6) / 0,7916764 (SARAH) Device:  Text: SARAH quelle heure est il
[18:33:03] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,778972 (0,6) / 0,7916764 (SARAH) Device:  Text: SARAH quelle heure est il
[18:33:03] [ENGINE - KINECT_0]	 <SML text="SARAH quelle heure est il" utteranceConfidence="0.779" confidence="0.779">
  <action confidence="0.731" uri="http://127.0.0.1:8080/sarah/time" />
  <alternate Rank="1" text="SARAH quelle heure est il" utteranceConfidence="0.779" confidence="0.779">
    <action confidence="0.731" uri="http://127.0.0.1:8080/sarah/time" />
  </alternate>
</SML>
[18:33:03] [CONTEXT]	 Reset timeout
[18:33:03] [HTTP]	 Build HttpRequest: http://127.0.0.1:8080/sarah/time?confidence=0.778972&client=SARAH1&profile=Unknow_9414&directory=C%3a%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[18:33:03] [HTTP]	 Send HttpRequest: http://127.0.0.1:8080/sarah/time?confidence=0.778972&client=SARAH1&profile=Unknow_9414&directory=C:%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[18:33:03] [TTS]	 Try speaking ... il est 18 heure 33 
[18:33:03] [TTS]	 [0] Say: il est 18 heure 33 
[18:33:03] [PLAYER]	 [0]Start Player
[18:33:06] [PLAYER]	 [0]End Player
[18:33:06] [PLAYER]	 [0]speaking false
[18:33:06] [TTS]	 End speaking
[18:33:06] [ENGINE - KINECT_0]	 SpeechRecognized: 2828,1143ms Text: SARAH quelle heure est il
[18:33:06] [ENGINE - KINECT_0]	 AudioStateChanged (33:06.2):Speech
[18:33:06] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:33:06] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,02054623
[18:33:06] [ENGINE - KINECT_0]	 AudioStateChanged (33:06.2):Silence
[18:33:35] [ENGINE - KINECT_0]	 AudioStateChanged (33:35.4):Speech
[18:33:35] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:33:35] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,8377723
[18:33:36] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne => 0,8211583
[18:33:36] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi => 0,5854363
[18:33:36] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi un => 0,8393737
[18:33:37] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi un itineraire => 0,6276128
[18:33:37] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi un itineraire de => 0,5542269
[18:33:38] [ENGINE - KINECT_0]	 AudioStateChanged (33:38.1):Silence
[18:33:38] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,6857815 (0,6) / 0,9885633 (SARAH) Device:  Text: SARAH Donne-moi un itineraire de
[18:33:38] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,6857815 (0,6) / 0,9885633 (SARAH) Device:  Text: SARAH Donne-moi un itineraire de
[18:33:38] [ENGINE - KINECT_0]	 <SML text="SARAH Donne-moi un itineraire de" utteranceConfidence="0.686" confidence="0.686">
  <action confidence="0.501" uri="http://127.0.0.1:8080/sarah/dot_itineraire" dictation="true" />
  <alternate Rank="1" text="SARAH Donne-moi un itineraire de" utteranceConfidence="0.686" confidence="0.686">
    <action confidence="0.501" uri="http://127.0.0.1:8080/sarah/dot_itineraire" dictation="true" />
  </alternate>
</SML>
[18:33:38] [CONTEXT]	 Reset timeout
[18:33:38] [GOOGLE]	 ProcessAudioStream: fr-FR 00:00:02.9400000
[18:33:39] [[Google Recognize]]	 toJSON: 0,90943605 : Sarah donne-moi l'itinéraire de Paris
[18:33:39] [HTTP]	 Build HttpRequest: http://127.0.0.1:8080/sarah/dot_itineraire?confidence=0.6857815&dictation=Sarah+donne-moi+l%27itin%c3%a9raire+de+Paris&client=SARAH1&profile=Unknow_9414&directory=C%3a%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[18:33:39] [HTTP]	 Send HttpRequest: http://127.0.0.1:8080/sarah/dot_itineraire?confidence=0.6857815&dictation=Sarah+donne-moi+l'itinéraire+de+Paris&client=SARAH1&profile=Unknow_9414&directory=C:%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[18:33:39] [TTS]	 Try speaking ... 
[18:33:39] [TTS]	 [0] Say: 
[18:33:39] [PLAYER]	 [0]speaking false
[18:33:39] [TTS]	 End speaking
[18:33:39] [ENGINE - KINECT_0]	 SpeechRecognized: 1487,3301ms Text: SARAH Donne-moi un itineraire de
[18:33:39] [ENGINE - KINECT_0]	 AudioStateChanged (33:39.6):Speech
[18:33:39] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:33:39] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,01678047
[18:33:39] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il => 0,04634453
[18:33:39] [ENGINE - KINECT_0]	 AudioStateChanged (33:39.6):Silence
[18:33:56] [ENGINE - KINECT_0]	 AudioStateChanged (33:56.6):Speech
[18:33:56] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:33:56] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne => 0,05584969
[18:33:57] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne moi => 0,2741544
[18:33:57] [ENGINE - KINECT_0]	 AudioStateChanged (33:57.7):Silence
[18:33:59] [ENGINE - KINECT_0]	 AudioStateChanged (33:59.9):Speech
[18:33:59] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:33:59] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,01670125
[18:34:00] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne => 0,1320763
[18:34:00] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi => 0,1285406
[18:34:01] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi un => 0,3119882
[18:34:01] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi => 0,3141207
[18:34:01] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi un itineraire => 0,2378078
[18:34:02] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi un itineraire de => 0,2300004
[18:34:03] [ENGINE - KINECT_0]	 AudioStateChanged (34:03.3):Silence
[18:34:03] [ENGINE - KINECT_0]	 AudioStateChanged (34:03.4):Speech
[18:34:03] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:34:03] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,02471152
[18:34:03] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il => 0,1726716
[18:34:04] [ENGINE - KINECT_0]	 AudioStateChanged (34:04.0):Silence
[18:34:27] [ENGINE - KINECT_0]	 AudioStateChanged (34:27.9):Speech
[18:34:27] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:34:27] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,05073714
[18:34:28] [ENGINE - KINECT_0]	 AudioStateChanged (34:28.7):Silence
[18:35:16] [ENGINE - KINECT_0]	 AudioStateChanged (35:16.9):Speech
[18:35:16] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:35:16] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,01345679
[18:35:17] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne => 0,587845
[18:35:17] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi => 0,7015518
[18:35:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi un => 0,6397185
[18:35:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi un itineraire => 0,4304931
[18:35:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi un itineraire de => 0,4085044
[18:35:19] [ENGINE - KINECT_0]	 AudioStateChanged (35:19.2):Silence
[18:35:19] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,6141503 (0,6) / 0,9895643 (SARAH) Device:  Text: SARAH Donne-moi un itineraire de
[18:35:19] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,6141503 (0,6) / 0,9895643 (SARAH) Device:  Text: SARAH Donne-moi un itineraire de
[18:35:19] [ENGINE - KINECT_0]	 <SML text="SARAH Donne-moi un itineraire de" utteranceConfidence="0.614" confidence="0.614">
  <action confidence="0.284" uri="http://127.0.0.1:8080/sarah/dot_itineraire" dictation="true" />
  <alternate Rank="1" text="SARAH Donne-moi un itineraire de" utteranceConfidence="0.614" confidence="0.614">
    <action confidence="0.284" uri="http://127.0.0.1:8080/sarah/dot_itineraire" dictation="true" />
  </alternate>
</SML>
[18:35:19] [CONTEXT]	 Reset timeout
[18:35:19] [GOOGLE]	 ProcessAudioStream: fr-FR 00:00:02.6000000
[18:35:20] [[Google Recognize]]	 toJSON: 0,94365919 : Sarah donne-moi l'itinéraire de Paris
[18:35:20] [HTTP]	 Build HttpRequest: http://127.0.0.1:8080/sarah/dot_itineraire?confidence=0.6141503&dictation=Sarah+donne-moi+l%27itin%c3%a9raire+de+Paris&client=SARAH1&profile=Unknow_9414&directory=C%3a%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[18:35:20] [HTTP]	 Send HttpRequest: http://127.0.0.1:8080/sarah/dot_itineraire?confidence=0.6141503&dictation=Sarah+donne-moi+l'itinéraire+de+Paris&client=SARAH1&profile=Unknow_9414&directory=C:%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[18:35:20] [TTS]	 Try speaking ... 
[18:35:20] [TTS]	 [0] Say: 
[18:35:20] [PLAYER]	 [0]speaking false
[18:35:20] [TTS]	 End speaking
[18:35:20] [ENGINE - KINECT_0]	 SpeechRecognized: 848,3431ms Text: SARAH Donne-moi un itineraire de
[18:35:20] [ENGINE - KINECT_0]	 AudioStateChanged (35:20.1):Speech
[18:35:20] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:35:20] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,008184046
[18:35:20] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,0180406
[18:35:20] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il => 0,08348676
[18:35:20] [ENGINE - KINECT_0]	 AudioStateChanged (35:20.1):Silence
[18:35:28] [ENGINE - KINECT_0]	 AudioStateChanged (35:28.0):Speech
[18:35:28] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:35:28] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,2120138
[18:35:28] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH tu => 0,1957475
[18:35:28] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH tu peux => 0,1158682
[18:35:29] [ENGINE - KINECT_0]	 AudioStateChanged (35:29.2):Silence
[18:35:41] [RTPCLIENT]	 Stop RTPClient
[18:35:41] [RTPCLIENT]	 Stop RTPClient
[18:35:41] [RTPCLIENT]	 Stop RTPClient ... Done
[18:35:41] [RTPCLIENT]	 Stop RTPClient ... Done
[18:35:41] [ENGINE - File]	 Stop listening...done
[18:35:41] [ENGINE - KINECT_0]	 Stop listening...done
[18:35:41] [KINECT]	 Stop Sensors
[18:35:41] [TASKS]	 Stop Tasks
[18:35:41] [KINECT]	 Stop Sensor
[18:36:26] [LOGGING]	 STARTING LOGGING
[18:36:26] [INIT]	 ==========================================
[18:36:26] [INIT]	 S.A.R.A.H. => KINECT
[18:36:26] [INIT]	 ==========================================
[18:36:26] [INIT]	 Server: http://127.0.0.1:8080
[18:36:26] [INIT]	 Confidence: 0,6
[18:36:26] [INIT]	 ==========================================
[18:36:27] [KINECT]	 Setup sensor stream
[18:36:27] [KINECT]	 Start sensor
[18:36:27] [INIT]	 Starting Server: http://169.254.80.80:8888/
[18:36:27] [INIT]	 Starting Server: http://127.0.0.1:8888/
[18:36:27] [WATCHER]	 Stop watching
[18:36:27] [GRAMMAR]	 Load file: time.xml : C:\Users\Tasa_PC\Documents\Projet\macros\time.xml
[18:36:27] [GRAMMAR]	 Add to context list: time.xml
[18:36:27] [WATCHER]	 Watching directory: macros
[18:36:27] [GRAMMAR]	 Load file: dictionary.xml : C:\Users\Tasa_PC\Documents\Projet\plugins\dictionary\dictionary.xml
[18:36:27] [GRAMMAR]	 Add to context list: dictionary.xml
[18:36:27] [GRAMMAR]	 Load file: dot_itineraire.xml : C:\Users\Tasa_PC\Documents\Projet\plugins\dot_itineraire\dot_itineraire.xml
[18:36:27] [GRAMMAR]	 Add to context list: dot_itineraire.xml
[18:36:27] [GRAMMAR]	 Load file: dot_meteo.xml : C:\Users\Tasa_PC\Documents\Projet\plugins\dot_meteo\dot_meteo.xml
[18:36:27] [GRAMMAR]	 Add to context list: dot_meteo.xml
[18:36:27] [GRAMMAR]	 Load file: meteo2.xml : C:\Users\Tasa_PC\Documents\Projet\plugins\meteo2\meteo2.xml
[18:36:27] [GRAMMAR]	 Add to context list: meteo2.xml
[18:36:27] [WATCHER]	 Watching directory: plugins
[18:36:27] [WATCHER]	 Start watching
[18:36:27] [GRAMMAR]	 Context: default
[18:36:27] [GRAMMAR]	 Context: time.xml, dictionary.xml, dot_itineraire.xml, dot_meteo.xml, meteo2.xml
[18:36:27] [CONTEXT]	 time.xml = True
[18:36:27] [CONTEXT]	 dictionary.xml = True
[18:36:27] [CONTEXT]	 dot_itineraire.xml = True
[18:36:27] [CONTEXT]	 dot_meteo.xml = True
[18:36:27] [CONTEXT]	 meteo2.xml = True
[18:36:27] [GRAMMAR]	 File: Load Grammar to Engine
[18:36:28] [GRAMMAR]	 File: Load: time.xml Enabled: True
[18:36:28] [GRAMMAR]	 File: Load Grammar to Engine
[18:36:28] [GRAMMAR]	 File: Load: dictionary.xml Enabled: True
[18:36:28] [GRAMMAR]	 File: Load Grammar to Engine
[18:36:28] [GRAMMAR]	 File: Load: dot_itineraire.xml Enabled: True
[18:36:28] [GRAMMAR]	 File: Load Grammar to Engine
[18:36:28] [GRAMMAR]	 File: Load: dot_meteo.xml Enabled: True
[18:36:28] [GRAMMAR]	 File: Load Grammar to Engine
[18:36:28] [GRAMMAR]	 File: Load: meteo2.xml Enabled: True
[18:36:28] [ENGINE - File]	 Init recognizer
[18:36:28] [ENGINE - File]	 AudioLevel: 0
[18:36:28] [ENGINE - File]	 MaxAlternates: 1
[18:36:28] [ENGINE - File]	 BabbleTimeout: 00:00:00
[18:36:28] [ENGINE - File]	 InitialSilenceTimeout: 00:00:00
[18:36:28] [ENGINE - File]	 EndSilenceTimeout: 00:00:00.1500000
[18:36:28] [ENGINE - File]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[18:36:28] [KINECT_0]	 AutomaticGainControlEnabled : False
[18:36:28] [KINECT_0]	 BeamAngle : 0
[18:36:28] [KINECT_0]	 EchoCancellationMode : CancellationAndSuppression
[18:36:28] [KINECT_0]	 EchoCancellationSpeakerIndex : 1
[18:36:28] [KINECT_0]	 NoiseSuppression : True
[18:36:28] [KINECT_0]	 SoundSourceAngle : 0
[18:36:28] [KINECT_0]	 SoundSourceAngleConfidence : 0
[18:36:28] [GRAMMAR]	 KINECT_0: Load Grammar to Engine
[18:36:28] [GRAMMAR]	 KINECT_0: Load: time.xml Enabled: True
[18:36:28] [GRAMMAR]	 KINECT_0: Load Grammar to Engine
[18:36:28] [GRAMMAR]	 KINECT_0: Load: dictionary.xml Enabled: True
[18:36:28] [GRAMMAR]	 KINECT_0: Load Grammar to Engine
[18:36:28] [GRAMMAR]	 KINECT_0: Load: dot_itineraire.xml Enabled: True
[18:36:28] [GRAMMAR]	 KINECT_0: Load Grammar to Engine
[18:36:28] [GRAMMAR]	 KINECT_0: Load: dot_meteo.xml Enabled: True
[18:36:28] [GRAMMAR]	 KINECT_0: Load Grammar to Engine
[18:36:28] [GRAMMAR]	 KINECT_0: Load: meteo2.xml Enabled: True
[18:36:28] [ENGINE - KINECT_0]	 Init recognizer
[18:36:28] [ENGINE - KINECT_0]	 AudioLevel: 0
[18:36:28] [ENGINE - KINECT_0]	 MaxAlternates: 1
