[15:48:46] [LOGGING]	 STARTING LOGGING
[16:28:47] [ENGINE - KINECT_0]	 AudioStateChanged (28:47.8):Speech
[16:28:47] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[16:28:47] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il => 0,1705424
[16:28:48] [ENGINE - KINECT_0]	 AudioStateChanged (28:48.4):Silence
[16:28:52] [ENGINE - KINECT_0]	 AudioStateChanged (28:52.3):Speech
[16:28:52] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[16:28:52] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,001
[16:28:52] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que => 0,03376497
[16:28:53] [ENGINE - KINECT_0]	 AudioStateChanged (28:53.0):Silence
[16:28:57] [ENGINE - KINECT_0]	 AudioStateChanged (28:57.8):Speech
[16:28:57] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[16:28:57] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il => 0,1237716
[16:28:58] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que => 0,001
[16:28:58] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH je veux => 0,1523182
[16:28:58] [ENGINE - KINECT_0]	 AudioStateChanged (28:58.9):Silence
[16:29:04] [ENGINE - KINECT_0]	 AudioStateChanged (29:04.6):Speech
[16:29:04] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[16:29:04] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,001
[16:29:05] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH je => 0,1948367
[16:29:05] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que => 0,3486514
[16:29:06] [ENGINE - KINECT_0]	 AudioStateChanged (29:06.2):Silence
[16:29:08] [ENGINE - KINECT_0]	 AudioStateChanged (29:08.5):Speech
[16:29:08] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[16:29:08] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,2875217
[16:29:08] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il => 0,4432648
[16:29:09] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il est => 0,3149393
[16:29:10] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il est quelle => 0,3520393
[16:29:10] [ENGINE - KINECT_0]	 AudioStateChanged (29:10.7):Silence
[16:29:26] [ENGINE - KINECT_0]	 AudioStateChanged (29:26.6):Speech
[16:29:26] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[16:29:26] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,001
[16:29:26] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH je => 0,2921968
[16:29:27] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure => 0,3110574
[16:29:27] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi un => 0,3415937
[16:29:27] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne moi => 0,001
[16:29:27] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il => 0,001
[16:29:28] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle est la => 0,09765455
[16:29:28] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi un itineraire de ... => 0,2535781
[16:29:29] [ENGINE - KINECT_0]	 AudioStateChanged (29:29.4):Silence
[16:29:30] [ENGINE - KINECT_0]	 AudioStateChanged (29:30.7):Speech
[16:29:30] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[16:29:30] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,001
[16:29:31] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH peux => 0,302639
[16:29:31] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quel est => 0,3657517
[16:29:31] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quel est le => 0,4639717
[16:29:32] [ENGINE - KINECT_0]	 AudioStateChanged (29:32.4):Silence
[16:29:34] [ENGINE - KINECT_0]	 AudioStateChanged (29:34.1):Speech
[16:29:34] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[16:29:34] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,001
[16:29:34] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce => 0,2341692
[16:29:34] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,801305
[16:29:35] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il => 0,4135681
[16:29:35] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Raconte moi une => 0,3884324
[16:29:36] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il => 0,3744347
[16:29:36] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle est la => 0,4037631
[16:29:36] [ENGINE - KINECT_0]	 AudioStateChanged (29:36.6):Silence
[16:29:38] [ENGINE - KINECT_0]	 AudioStateChanged (29:38.6):Speech
[16:29:38] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[16:29:38] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,001
[16:29:39] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH je => 0,154857
[16:29:39] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH je veux la => 0,2847797
[16:29:39] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure => 0,317528
[16:29:39] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure est il => 0,2430508
[16:29:40] [ENGINE - KINECT_0]	 AudioStateChanged (29:40.1):Silence
[16:29:43] [ENGINE - KINECT_0]	 AudioStateChanged (29:43.3):Speech
[16:29:43] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[16:29:43] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce => 0,3984254
[16:29:43] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,7280995
[16:29:44] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH recherche ... => 0,5272628
[16:29:44] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce => 0,2290057
[16:29:45] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il va => 0,3456232
[16:29:45] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Raconte moi une histoire => 0,5144258
[16:29:46] [ENGINE - KINECT_0]	 AudioStateChanged (29:46.0):Silence
[16:29:46] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,5171875 (0,4) / 0,6807561 (SARAH) Device:  Text: SARAH Raconte moi une histoire
[16:29:46] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,5171875 (0,4) / 0,6807561 (SARAH) Device:  Text: SARAH Raconte moi une histoire
[16:29:46] [ENGINE - KINECT_0]	 <SML text="SARAH Raconte moi une histoire" utteranceConfidence="0.517" confidence="0.517">
  <action confidence="0.002" uri="http://127.0.0.1:8080/sarah/dot_histoire" />
  <alternate Rank="1" text="SARAH Raconte moi une histoire" utteranceConfidence="0.517" confidence="0.517">
    <action confidence="0.002" uri="http://127.0.0.1:8080/sarah/dot_histoire" />
  </alternate>
</SML>
[16:29:46] [CONTEXT]	 Reset timeout
[16:29:46] [HTTP]	 Build HttpRequest: http://127.0.0.1:8080/sarah/dot_histoire?confidence=0.5171875&client=SARAH1&profile=Unknow_5139&directory=C%3a%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[16:29:46] [HTTP]	 Send HttpRequest: http://127.0.0.1:8080/sarah/dot_histoire?confidence=0.5171875&client=SARAH1&profile=Unknow_5139&directory=C:%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[16:31:00] [RTPCLIENT]	 Stop RTPClient
[16:31:00] [RTPCLIENT]	 Stop RTPClient
[16:31:00] [RTPCLIENT]	 Stop RTPClient ... Done
[16:31:00] [RTPCLIENT]	 Stop RTPClient ... Done
[16:31:00] [ENGINE - File]	 Stop listening...done
[16:31:01] [ENGINE - KINECT_0]	 Stop listening...done
[16:31:01] [KINECT]	 Stop Sensors
[16:31:01] [TASKS]	 Stop Tasks
[16:31:01] [KINECT]	 Stop Sensor
[16:31:25] [LOGGING]	 STARTING LOGGING
[16:31:26] [INIT]	 ==========================================
[16:31:26] [INIT]	 S.A.R.A.H. => KINECT
[16:31:26] [INIT]	 ==========================================
[16:31:26] [INIT]	 Server: http://127.0.0.1:8080
[16:31:26] [INIT]	 Confidence: 0,4
[16:31:26] [INIT]	 ==========================================
[16:31:26] [KINECT]	 Setup sensor stream
[16:31:26] [KINECT]	 Start sensor
[16:31:27] [INIT]	 Starting Server: http://169.254.80.80:8888/
[16:31:27] [INIT]	 Starting Server: http://127.0.0.1:8888/
[16:31:27] [WATCHER]	 Stop watching
[16:31:27] [GRAMMAR]	 Load file: time.xml : C:\Users\Tasa_PC\Documents\Projet\macros\time.xml
[16:31:27] [GRAMMAR]	 Add to context list: time.xml
[16:31:27] [WATCHER]	 Watching directory: macros
[16:31:27] [GRAMMAR]	 Load file: dictionary.xml : C:\Users\Tasa_PC\Documents\Projet\plugins\dictionary\dictionary.xml
[16:31:27] [GRAMMAR]	 Add to context list: dictionary.xml
[16:31:27] [GRAMMAR]	 Load file: dot_histoire.xml : C:\Users\Tasa_PC\Documents\Projet\plugins\dot_histoire\dot_histoire.xml
[16:31:27] [GRAMMAR]	 Add to context list: dot_histoire.xml
[16:31:27] [GRAMMAR]	 Load file: dot_itineraire.xml : C:\Users\Tasa_PC\Documents\Projet\plugins\dot_itineraire\dot_itineraire.xml
[16:31:27] [GRAMMAR]	 Add to context list: dot_itineraire.xml
[16:31:27] [GRAMMAR]	 Load file: dot_meteo.xml : C:\Users\Tasa_PC\Documents\Projet\plugins\dot_meteo\dot_meteo.xml
[16:31:27] [GRAMMAR]	 Add to context list: dot_meteo.xml
[16:31:27] [GRAMMAR]	 Load file: meteo2.xml : C:\Users\Tasa_PC\Documents\Projet\plugins\meteo2\meteo2.xml
[16:31:27] [GRAMMAR]	 Add to context list: meteo2.xml
[16:31:27] [WATCHER]	 Watching directory: plugins
[16:31:27] [WATCHER]	 Start watching
[16:31:27] [GRAMMAR]	 Context: default
[16:31:27] [GRAMMAR]	 Context: time.xml, dictionary.xml, dot_histoire.xml, dot_itineraire.xml, dot_meteo.xml, meteo2.xml
[16:31:27] [CONTEXT]	 time.xml = True
[16:31:27] [CONTEXT]	 dictionary.xml = True
[16:31:27] [CONTEXT]	 dot_histoire.xml = True
[16:31:27] [CONTEXT]	 dot_itineraire.xml = True
[16:31:27] [CONTEXT]	 dot_meteo.xml = True
[16:31:27] [CONTEXT]	 meteo2.xml = True
[16:31:27] [GRAMMAR]	 File: Load Grammar to Engine
[16:31:27] [GRAMMAR]	 File: Load: time.xml Enabled: True
[16:31:27] [GRAMMAR]	 File: Load Grammar to Engine
[16:31:27] [GRAMMAR]	 File: Load: dictionary.xml Enabled: True
[16:31:27] [GRAMMAR]	 File: Load Grammar to Engine
[16:31:27] [GRAMMAR]	 File: Load: dot_histoire.xml Enabled: True
[16:31:27] [GRAMMAR]	 File: Load Grammar to Engine
[16:31:27] [GRAMMAR]	 File: Load: dot_itineraire.xml Enabled: True
[16:31:27] [GRAMMAR]	 File: Load Grammar to Engine
[16:31:27] [GRAMMAR]	 File: Load: dot_meteo.xml Enabled: True
[16:31:27] [GRAMMAR]	 File: Load Grammar to Engine
[16:31:27] [GRAMMAR]	 File: Load: meteo2.xml Enabled: True
[16:31:27] [ENGINE - File]	 Init recognizer
[16:31:27] [ENGINE - File]	 AudioLevel: 0
[16:31:27] [ENGINE - File]	 MaxAlternates: 1
[16:31:27] [ENGINE - File]	 BabbleTimeout: 00:00:05
[16:31:27] [ENGINE - File]	 InitialSilenceTimeout: 00:00:00
[16:31:27] [ENGINE - File]	 EndSilenceTimeout: 00:00:00.1500000
[16:31:27] [ENGINE - File]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[16:31:27] [KINECT_0]	 AutomaticGainControlEnabled : False
[16:31:27] [KINECT_0]	 BeamAngle : 0
[16:31:27] [KINECT_0]	 EchoCancellationMode : CancellationAndSuppression
[16:31:27] [KINECT_0]	 EchoCancellationSpeakerIndex : 1
[16:31:27] [KINECT_0]	 NoiseSuppression : True
[16:31:27] [KINECT_0]	 SoundSourceAngle : 0
[16:31:27] [KINECT_0]	 SoundSourceAngleConfidence : 0
[16:31:27] [GRAMMAR]	 KINECT_0: Load Grammar to Engine
[16:31:27] [GRAMMAR]	 KINECT_0: Load: time.xml Enabled: True
[16:31:27] [GRAMMAR]	 KINECT_0: Load Grammar to Engine
[16:31:27] [GRAMMAR]	 KINECT_0: Load: dictionary.xml Enabled: True
[16:31:27] [GRAMMAR]	 KINECT_0: Load Grammar to Engine
[16:31:27] [GRAMMAR]	 KINECT_0: Load: dot_histoire.xml Enabled: True
[16:31:27] [GRAMMAR]	 KINECT_0: Load Grammar to Engine
[16:31:27] [GRAMMAR]	 KINECT_0: Load: dot_itineraire.xml Enabled: True
[16:31:27] [GRAMMAR]	 KINECT_0: Load Grammar to Engine
[16:31:27] [GRAMMAR]	 KINECT_0: Load: dot_meteo.xml Enabled: True
[16:31:27] [GRAMMAR]	 KINECT_0: Load Grammar to Engine
[16:31:27] [GRAMMAR]	 KINECT_0: Load: meteo2.xml Enabled: True
[16:31:27] [ENGINE - KINECT_0]	 Init recognizer
[16:31:27] [ENGINE - KINECT_0]	 AudioLevel: 0
[16:31:27] [ENGINE - KINECT_0]	 MaxAlternates: 1
[16:31:27] [ENGINE - KINECT_0]	 BabbleTimeout: 00:00:05
[16:31:27] [ENGINE - KINECT_0]	 InitialSilenceTimeout: 00:00:00
[16:31:27] [ENGINE - KINECT_0]	 EndSilenceTimeout: 00:00:00.1500000
[16:31:27] [ENGINE - KINECT_0]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[16:31:27] [ENGINE - KINECT_0]	 Start listening
[16:31:27] [ENGINE - KINECT_0]	 AudioStateChanged (31:27.6):Silence
[16:31:27] [TTS]	 Add Speaker Device: 0 Product: Haut-parleurs (Cirrus Logic CS4 Channels: 2 Playback: True
[16:31:27] [TTS]	 [0]Name: Microsoft Hortense Desktop Culture: fr-FR
[16:31:27] [TTS]	 [0]Name: Microsoft Zira Desktop Culture: en-US
[16:31:27] [ENGINE]	 Restart timeout: 3600000
[16:31:29] [CAMERA]	 Storing camera: Kinect_0
[16:31:32] [ENGINE - KINECT_0]	 AudioStateChanged (31:32.8):Speech
[16:31:32] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[16:31:32] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH je => 0,1337473
[16:31:34] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que => 0,2339093
[16:31:34] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce => 0,2298048
[16:31:34] [ENGINE - KINECT_0]	 AudioStateChanged (31:34.6):Silence
[16:31:35] [ENGINE - KINECT_0]	 AudioStateChanged (31:35.0):Speech
[16:31:35] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[16:31:35] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il => 0,001
[16:31:35] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,001
[16:31:36] [ENGINE - KINECT_0]	 AudioStateChanged (31:36.0):Silence
[16:31:40] [ENGINE - KINECT_0]	 AudioStateChanged (31:40.4):Speech
[16:31:40] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[16:31:40] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,001
[16:31:41] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH recherche ... => 0,4236504
[16:31:42] [ENGINE - KINECT_0]	 AudioStateChanged (31:42.4):Silence
[16:31:48] [ENGINE - KINECT_0]	 AudioStateChanged (31:48.0):Speech
[16:31:48] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[16:31:48] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,001
[16:31:48] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH je => 0,2581747
[16:31:48] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Affiche => 0,3280518
[16:31:49] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH je veux => 0,2566791
[16:31:49] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Affiche moi un => 0,4394441
[16:31:51] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Affiche moi un itineraire de => 0,4393935
[16:31:51] [ENGINE - KINECT_0]	 AudioStateChanged (31:51.6):Silence
[16:31:51] [ENGINE - KINECT_0]	 REJECTED Trigger: 0,1685113 Text: SARAH
[16:31:51] [ENGINE - KINECT_0]	 REJECTED Trigger: 0,1685113 Text: SARAH
[16:31:51] [ENGINE - KINECT_0]	 SpeechRecognized: 84,0349ms Text: SARAH Affiche moi un itineraire de
[16:31:56] [ENGINE - KINECT_0]	 AudioStateChanged (31:56.1):Speech
[16:31:56] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[16:31:56] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,001
[16:31:56] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quel => 0,4714589
[16:31:57] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure est => 0,354242
[16:31:57] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il => 0,2684252
[16:31:57] [ENGINE - KINECT_0]	 AudioStateChanged (31:57.9):Silence
[16:32:07] [ENGINE - KINECT_0]	 AudioStateChanged (32:07.3):Speech
[16:32:07] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[16:32:07] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,001
[16:32:08] [ENGINE - KINECT_0]	 AudioStateChanged (32:08.4):Silence
[16:32:16] [ENGINE - KINECT_0]	 AudioStateChanged (32:16.2):Speech
[16:32:16] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[16:32:16] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,8973014
[16:32:16] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que => 0,9039525
[16:32:17] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure => 0,7439383
[16:32:17] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce => 0,6094047
[16:32:17] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il => 0,5752149
[16:32:17] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle est la => 0,6220285
[16:32:18] [ENGINE - KINECT_0]	 AudioStateChanged (32:18.2):Silence
[16:32:18] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,6352169 (0,4) / 0,8842179 (SARAH) Device:  Text: SARAH quelle heure est il
[16:32:18] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,6352169 (0,4) / 0,8842179 (SARAH) Device:  Text: SARAH quelle heure est il
[16:32:18] [ENGINE - KINECT_0]	 <SML text="SARAH quelle heure est il" utteranceConfidence="0.635" confidence="0.635">
  <action confidence="0.002" uri="http://127.0.0.1:8080/sarah/time" />
  <alternate Rank="1" text="SARAH quelle heure est il" utteranceConfidence="0.635" confidence="0.635">
    <action confidence="0.002" uri="http://127.0.0.1:8080/sarah/time" />
  </alternate>
</SML>
[16:32:18] [CONTEXT]	 Reset timeout
[16:32:18] [HTTP]	 Build HttpRequest: http://127.0.0.1:8080/sarah/time?confidence=0.6352169&client=SARAH1&profile=Unknow_8385&directory=C%3a%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[16:32:18] [HTTP]	 Send HttpRequest: http://127.0.0.1:8080/sarah/time?confidence=0.6352169&client=SARAH1&profile=Unknow_8385&directory=C:%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[16:32:18] [TTS]	 Try speaking ... il est 16 heure 32 
[16:32:18] [TTS]	 [0] Say: il est 16 heure 32 
[16:32:18] [PLAYER]	 [0]Start Player
[16:32:21] [PLAYER]	 [0]End Player
[16:32:21] [PLAYER]	 [0]speaking false
[16:32:21] [TTS]	 End speaking
[16:32:21] [ENGINE - KINECT_0]	 SpeechRecognized: 2764,5776ms Text: SARAH quelle heure est il
[16:32:21] [ENGINE - KINECT_0]	 AudioStateChanged (32:21.0):Speech
[16:32:21] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[16:32:21] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,2119901
[16:32:21] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH recherche => 0,2660002
[16:32:21] [ENGINE - KINECT_0]	 AudioStateChanged (32:21.4):Silence
[16:32:25] [ENGINE - KINECT_0]	 AudioStateChanged (32:25.5):Speech
[16:32:25] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[16:32:25] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il => 0,1821218
[16:32:25] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il fera => 0,2168824
[16:32:25] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle => 0,2302558
[16:32:26] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il fait => 0,2111562
[16:32:26] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,7865058
[16:32:27] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Recherche => 0,529788
[16:32:27] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH recherche ... => 0,5408044
[16:32:27] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce => 0,2794654
[16:32:28] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Raconte moi une histoire => 0,4180577
[16:32:28] [ENGINE - KINECT_0]	 AudioStateChanged (32:28.7):Silence
[16:32:28] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,532621 (0,4) / 0,7459145 (SARAH) Device:  Text: SARAH Raconte moi une histoire
[16:32:28] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,532621 (0,4) / 0,7459145 (SARAH) Device:  Text: SARAH Raconte moi une histoire
[16:32:28] [ENGINE - KINECT_0]	 <SML text="SARAH Raconte moi une histoire" utteranceConfidence="0.533" confidence="0.533">
  <action confidence="0.002" uri="http://127.0.0.1:8080/sarah/dot_histoire" />
  <alternate Rank="1" text="SARAH Raconte moi une histoire" utteranceConfidence="0.533" confidence="0.533">
    <action confidence="0.002" uri="http://127.0.0.1:8080/sarah/dot_histoire" />
  </alternate>
</SML>
[16:32:28] [CONTEXT]	 Reset timeout
[16:32:28] [HTTP]	 Build HttpRequest: http://127.0.0.1:8080/sarah/dot_histoire?confidence=0.532621&client=SARAH1&profile=Unknow_8385&directory=C%3a%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[16:32:28] [HTTP]	 Send HttpRequest: http://127.0.0.1:8080/sarah/dot_histoire?confidence=0.532621&client=SARAH1&profile=Unknow_8385&directory=C:%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[16:32:28] [TTS]	 Try speaking ... 
[16:32:28] [TTS]	 [0] Say: 
[16:32:28] [PLAYER]	 [0]speaking false
[16:32:28] [TTS]	 End speaking
[16:32:28] [ENGINE - KINECT_0]	 SpeechRecognized: 140,6202ms Text: SARAH Raconte moi une histoire
[16:32:28] [HTTP]	 Request received: http://127.0.0.1:8888/?play=plugins%2Fdot_histoire%2Fmedia%2Flink-between-worlds-title-screen.mp3
[16:32:28] [HTTP]	 Request received: http://127.0.0.1:8888/?tts=Il%20%C3%A9tait%20une%20fois%20%C3%A0%20l'E%20S%20G%20I&sync=true
[16:32:28] [TTS]	 Try speaking ... Il était une fois à l'E S G I
[16:32:28] [TTS]	 [0] Say: Il était une fois à l'E S G I
[16:32:29] [PLAYER]	 [0]Start Player
[16:32:29] [PLAYER]	 [0]Start Player
[16:32:29] [ENGINE - KINECT_0]	 AudioStateChanged (32:29.7):Speech
[16:32:29] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[16:32:29] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que => 0,2032599
[16:32:29] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce => 0,3492124
[16:32:30] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle est => 0,4715371
[16:32:30] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle est la => 0,4505129
[16:32:31] [PLAYER]	 [0]End Player
[16:32:31] [PLAYER]	 [0]speaking false
[16:32:31] [TTS]	 End speaking
[16:32:31] [ENGINE - KINECT_0]	 AudioStateChanged (32:31.7):Silence
[16:32:36] [ENGINE - KINECT_0]	 AudioStateChanged (32:36.6):Speech
[16:32:36] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[16:32:36] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH je veux la => 0,5293509
[16:32:36] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que => 0,6058046
[16:32:37] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH je => 0,5244955
[16:32:37] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que => 0,6760347
[16:32:37] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il fait => 0,654815
[16:32:38] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que => 0,7438145
[16:32:38] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il fait => 0,6610344
[16:32:44] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il fait quel => 0,703377
[16:32:44] [ENGINE - KINECT_0]	 AudioStateChanged (32:44.8):Silence
[16:32:44] [ENGINE - KINECT_0]	 REJECTED Trigger: 0,001 Text: SARAH
[16:32:44] [ENGINE - KINECT_0]	 REJECTED Trigger: 0,001 Text: SARAH
[16:32:44] [ENGINE - KINECT_0]	 SpeechRecognized: 15,6206ms Text: SARAH il fait quel temps
[16:32:46] [ENGINE - KINECT_0]	 AudioStateChanged (32:46.1):Speech
[16:32:46] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[16:32:46] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il fait => 0,6233138
[16:32:48] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il fait quel => 0,7025437
[16:32:49] [ENGINE - KINECT_0]	 AudioStateChanged (32:49.4):Silence
[16:32:49] [ENGINE - KINECT_0]	 REJECTED Trigger: 0,001 Text: SARAH
[16:32:49] [ENGINE - KINECT_0]	 REJECTED Trigger: 0,001 Text: SARAH
[16:32:49] [ENGINE - KINECT_0]	 SpeechRecognized: 15,6252ms Text: SARAH il fait quel temps
[16:32:49] [HTTP]	 Request received: http://127.0.0.1:8888/?tts=Bader%20est%20absent%20%C3%A0%208h%20et%20sera%20pr%C3%A9sent%20apr%C3%A8s%20avoir%20au%20moins%20bu%20son%20caf%C3%A9%20&sync=true
